title,company,location,date,deadline,url,department,workplace_type,staff_type,internal_external,description,requirements
"מתאם/ת מחשוב ורכז/ת מולטימדיה ואתרים- ביה""ס לעבודה סוציאלית/הפקולטה למדעי החברה (JB-1260)",אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-14,https://www.tau.ac.il/JB-1260/2025/position,בית הספר לעבודה סוציאלית,onsite,administrative,חיצוני,,
מנהל/ת מדור עיצוב וגרפיקה (JB-1341),אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-11,https://www.tau.ac.il/JB-1341/position/2026,האגף לתכנון אסטרטגי ולשיווק,onsite,administrative,חיצוני,,
"עובד/ת בית מלאכה לניפוח זכוכית- ביה""ס לכימיה (JB-1340)",אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-10,https://www.tau.ac.il/JB-1340/position/2026,הפקולטה למדעים מדויקים,onsite,administrative,חיצוני,,
"רכז/ת תלמידים לתארים מתקדמים החוג לסוציולוגיה ואנתרופולוגיה ביה""ס ללימודי חברה ומדיניות (JB-1318)",אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-10,https://www.tau.ac.il/position/jb-1318/2026,הפקולטה למדעי החברה,onsite,administrative,חיצוני,,
חשב/ת שכר- יחידת השכר (JB-1295),אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-10,https://www.tau.ac.il/JB-1295/position/2026,אגף משאבי אנוש,onsite,administrative,חיצוני,,
"רכז/ת התוכנית לפיתוח בר קיימה ביה""ס לחברה ומדיניות (JB-1293)",אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-10,https://www.tau.ac.il/position/jb-1293/2026,בית הספר ללימודי חברה ומדיניות,onsite,administrative,חיצוני,,
"רכז/ת תלמידים/ות החוג לסוציולוגיה ואנתרופולוגיה ביה""ס לחברה ולמדיניות (JB-1349)",אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-10,https://www.tau.ac.il/position/jb-1349/2026,הפקולטה למדעי החברה,onsite,administrative,פנימי,,
טכנאי/ת מעבדות הוראה ומחקר - משרה ארעית (JB-1346),אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-10,https://www.tau.ac.il/JB-1346/2026/position,"ביה""ס למקצועות הבריאות/הפקולטה לרפואה",onsite,administrative,חיצוני,,
אחראי/ת מעבדת הוראה -הנדסת רקמות (JB-1345),אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-10,https://www.tau.ac.il/position/jb-1345/2026,הפקולטה להנדסה,onsite,administrative,פנימי,,
רכז/ת נסיעות וזכויות אקדמיות (JB-1342),אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-10,https://www.tau.ac.il/JB-1342/position/2026,אגף משאבי אנוש,onsite,administrative,חיצוני,,
עובד/ת תחזוקה (JB-1278),אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-10,https://www.tau.ac.il/position/jb-1278/2026,הפקולטה להנדסה,onsite,administrative,חיצוני,,
רכז/ת בכיר/ה למורים/ות ולוועדות אקדמיות (JB-1316),אוניברסיטת תל אביב,תל אביב,2026-06-07,2026-06-10,https://www.tau.ac.il/JB-1316/2026/position,הפקולטה למדעי הרפואה והבריאות,onsite,administrative,חיצוני,,
